merchant_name,merchant_category,amount,is_recurring,user_balance_pre,hour,day_of_week,label_category_enc,label_urgency_enc
24,3,1085.27,0,9802.97,17,0,0,0
10,9,725.82,0,13935.21,2,0,0,0
47,9,1849.75,1,13856.45,20,6,0,0
30,14,1434.46,0,19149.05,19,2,0,0
51,13,130.21,0,15700.73,15,2,0,0
23,5,380.93,0,18493.8,2,1,1,1
21,8,4694.6,1,13372.81,7,1,2,2
2,12,1267.96,1,14879.47,23,4,0,0
36,13,1931.13,0,9245.6,12,1,0,0
18,15,1729.57,1,5384.32,12,6,2,2
35,1,73.53,0,6533.15,16,2,0,0
18,15,2349.7,1,6875.87,5,4,2,2
50,15,2924.81,0,12527.13,18,0,2,2
1,14,763.4,0,19812.85,1,1,0,0
35,1,99.2,0,6337.73,14,5,0,0
50,15,3813.91,0,14601.46,6,4,2,2
16,12,486.5,0,18416.64,6,1,0,0
43,4,2759.69,1,9986.76,5,1,2,2
34,0,774.75,0,8932.74,0,3,1,1
46,13,1345.37,1,16815.47,3,2,0,0
12,2,579.92,1,16212.83,12,5,1,1
36,13,1195.1,0,5042.77,4,0,0,0
41,14,572.8,0,11205.49,14,4,0,0
19,9,1385.6,0,13188.73,7,6,0,0
18,15,4786.8,1,14278.18,21,2,2,2
0,7,411.04,0,6354.44,9,3,1,1
46,13,270.7,1,13986.62,18,1,0,0
31,2,349.35,1,18337.31,1,3,1,1
6,2,502.15,0,8406.04,11,3,1,1
5,7,455.03,0,19637.96,17,6,1,1
43,4,1982.46,1,12282.62,4,4,2,2
32,8,2018.04,1,8753.27,0,6,2,2
0,7,928.85,0,16108.4,9,5,1,1
31,2,153.39,1,8931.96,19,0,1,1
34,0,755.65,0,18386.95,9,2,1,1
25,10,1367.04,0,14129.16,14,0,2,2
34,0,880.61,0,16749.19,4,2,1,1
22,10,1660.28,0,14489.36,5,4,2,2
46,13,1454.09,1,7403.96,19,3,0,0
32,8,5123.1,1,11422.73,3,6,2,2
28,8,1063.87,1,6009.98,22,1,2,2
26,4,4524.08,1,18660.78,3,2,2,2
5,7,114.04,0,13052.76,8,0,1,1
17,7,812.62,0,6917.78,15,1,1,1
34,0,1012.15,1,18964.78,5,0,1,1
29,5,891.52,0,11374.82,14,1,1,1
10,9,425.32,0,16031.24,23,0,0,0
11,0,615.49,0,16288.38,10,2,1,1
19,9,2143.92,0,7622.43,14,5,0,0
18,15,1862.63,1,16953.74,3,4,2,2
29,5,365.01,0,14783.11,1,6,1,1
40,11,291.0,0,7312.46,23,0,0,0
12,2,990.25,1,19749.34,9,0,1,1
5,7,305.45,0,14622.73,14,1,1,1
33,11,1474.51,0,18466.09,15,3,0,0
46,13,1205.28,1,8704.07,22,1,0,0
40,11,883.38,1,19682.91,8,2,0,0
1,14,1198.49,0,17716.56,23,0,0,0
3,12,1414.6,1,12112.56,0,4,0,0
29,5,946.22,0,8815.9,16,1,1,1
23,5,794.41,0,13026.2,11,2,1,1
33,11,1438.86,0,5233.54,22,5,0,0
25,10,3140.56,1,13049.46,20,3,2,2
0,7,602.01,0,13794.89,16,0,1,1
51,13,1913.04,1,13681.63,4,6,0,0
42,6,218.27,0,5546.44,15,0,1,1
0,7,312.17,0,18568.38,23,5,1,1
9,6,539.52,1,16885.23,20,0,1,1
6,2,481.4,1,19155.52,3,2,1,1
36,13,1277.1,1,7516.75,6,5,0,0
4,3,537.32,0,5244.16,1,1,0,0
29,5,219.81,0,12618.85,16,6,1,1
12,2,403.85,0,6254.17,19,3,1,1
14,1,177.99,0,18466.12,6,6,0,0
52,1,1512.23,0,16745.58,10,3,0,0
27,10,2564.7,0,9745.88,20,3,2,2
40,11,988.6,0,18739.99,3,5,0,0
43,4,4870.79,1,11563.02,11,3,2,2
51,13,965.03,1,10849.01,10,5,0,0
17,7,338.65,0,6354.44,2,6,1,1
42,6,383.62,0,17269.17,9,5,1,1
6,2,515.18,0,16595.08,8,3,1,1
7,11,1102.62,0,15884.23,13,3,0,0
0,7,463.46,0,8511.2,19,4,1,1
2,12,1121.23,0,14612.58,17,6,0,0
11,0,472.57,0,17658.39,2,1,1,1
4,3,322.98,0,6990.52,14,6,0,0
19,9,86.17,0,13299.44,11,4,0,0
41,14,1534.91,1,12657.45,18,4,0,0
21,8,950.89,1,12324.17,14,6,2,2
52,1,1172.31,1,14674.72,19,3,0,0
5,7,460.38,0,7113.7,8,6,1,1
35,1,160.5,1,19935.55,10,1,0,0
20,4,983.99,1,15215.23,23,4,2,2
51,13,899.52,1,5043.29,15,3,0,0
34,0,883.09,0,5270.93,4,3,1,1
18,15,4461.37,1,19259.59,2,6,2,2
1,14,1692.64,0,7664.38,5,6,0,0
20,4,760.63,1,14779.24,17,1,2,2
26,4,2328.84,1,19905.29,5,0,2,2
37,0,486.27,0,10271.48,12,4,1,1
46,13,269.44,0,5015.39,20,2,0,0
3,12,654.58,1,16212.97,14,2,0,0
9,6,777.7,1,5657.75,23,3,1,1
22,10,617.93,1,8846.39,2,0,2,2
21,8,3848.59,0,8405.05,20,3,2,2
13,6,643.05,0,17978.07,4,3,1,1
43,4,5060.06,1,11201.29,11,3,2,2
30,14,427.45,0,13076.3,19,5,0,0
51,13,649.63,1,16620.25,23,6,0,0
10,9,923.98,1,19562.3,19,5,0,0
50,15,4112.86,1,12949.1,14,4,2,2
36,13,832.74,0,13219.31,8,6,0,0
7,11,1866.42,0,8417.77,9,4,0,0
41,14,633.01,0,17244.57,9,2,0,0
34,0,638.47,0,10463.33,22,3,1,1
47,9,1689.26,0,13112.63,5,2,0,0
12,2,763.51,0,14991.24,10,4,1,1
3,12,1978.85,1,12612.66,3,1,0,0
4,3,662.31,0,19136.44,3,4,0,0
10,9,1261.85,0,14314.74,12,1,0,0
26,4,4905.05,1,19973.16,10,2,2,2
13,6,870.97,0,10360.17,21,2,1,1
8,5,849.01,0,6664.91,0,4,1,1
11,0,730.41,0,11602.32,23,6,1,1
32,8,4794.0,1,16474.77,10,3,2,2
42,6,646.99,1,15624.45,6,5,1,1
4,3,1438.39,0,5722.17,21,3,0,0
7,11,1405.17,0,15350.44,9,0,0,0
37,0,1015.33,0,11426.12,3,4,1,1
32,8,791.06,0,14201.46,19,2,2,2
47,9,789.41,0,8654.46,7,1,0,0
41,14,689.82,0,5889.87,21,4,0,0
45,3,1266.92,0,18632.5,18,6,0,0
0,7,471.81,0,16674.41,1,2,1,1
49,14,1360.16,0,9334.64,15,6,0,0
15,15,511.56,1,10654.65,22,5,2,2
44,11,1368.47,0,6093.18,10,5,0,0
30,14,375.93,0,13058.58,12,5,0,0
47,9,1973.5,0,7241.77,18,5,0,0
3,12,84.29,0,13569.77,9,3,0,0
51,13,540.8,0,19386.13,13,2,0,0
15,15,1276.8,0,6325.79,13,6,2,2
41,14,620.47,0,19365.32,14,0,0,0
13,6,934.36,0,6315.9,10,4,1,1
29,5,227.99,0,19298.77,23,4,1,1
10,9,1647.95,0,10550.66,13,6,0,0
13,6,936.06,0,6891.24,5,2,1,1
37,0,318.35,0,5091.79,3,5,1,1
16,12,196.45,0,12866.49,13,0,0,0
12,2,101.07,1,6416.95,16,2,1,1
7,11,705.08,0,15954.95,3,0,0,0
6,2,674.04,1,13340.19,18,1,1,1
25,10,2795.37,1,15490.46,22,3,2,2
30,14,1913.01,0,9141.66,2,0,0,0
49,14,1451.87,0,5018.29,1,0,0,0
21,8,1165.17,1,19690.74,17,1,2,2
20,4,1743.96,1,9181.42,21,1,2,2
3,12,950.92,1,10398.52,23,5,0,0
4,3,1554.37,0,6913.71,22,2,0,0
49,14,1585.63,0,11583.6,6,4,0,0
16,12,729.64,0,18477.67,4,3,0,0
25,10,2283.64,1,5043.29,16,5,2,2
50,15,2482.44,1,18546.4,11,3,2,2
41,14,1425.37,0,19860.03,19,2,0,0
35,1,678.32,0,5613.15,13,5,0,0
40,11,1712.95,0,8719.12,18,6,0,0
17,7,249.3,0,17021.88,8,6,1,1
39,3,774.19,0,10528.62,3,0,0,0
51,13,495.31,0,7294.57,12,5,0,0
34,0,156.91,0,16682.04,16,0,1,1
13,6,424.89,0,9592.54,9,6,1,1
29,5,110.85,0,10653.93,22,0,1,1
19,9,336.53,0,6762.07,6,3,0,0
8,5,238.41,1,10152.84,4,6,1,1
26,4,1223.2,1,17752.26,17,1,2,2
12,2,977.82,0,16098.58,1,5,1,1
21,8,898.62,1,15240.47,4,0,2,2
25,10,4690.98,1,19436.09,7,3,2,2
11,0,152.8,1,8373.69,14,6,1,1
15,15,911.22,1,17725.09,6,2,2,2
11,0,365.12,0,16675.43,15,6,1,1
43,4,1970.23,1,13802.4,22,5,2,2
25,10,2011.83,0,10560.78,23,6,2,2
5,7,527.43,0,6897.1,8,5,1,1
39,3,1265.98,0,19052.7,10,1,0,0
25,10,3997.14,0,9846.45,16,4,2,2
28,8,1410.91,1,8592.94,18,3,2,2
11,0,581.63,0,7723.89,8,3,1,1
26,4,2770.37,1,16889.58,9,1,2,2
28,8,4230.44,0,17143.9,13,5,2,2
9,6,209.61,0,18555.0,18,2,1,1
2,12,2004.56,0,18796.29,17,3,0,0
9,6,935.08,0,9775.03,3,4,1,1
26,4,4472.39,1,18587.65,11,4,2,2
6,2,188.88,0,19473.1,8,6,1,1
29,5,944.66,0,8338.47,21,4,1,1
29,5,700.46,0,7924.69,14,5,1,1
36,13,1804.85,1,14439.5,3,3,0,0
52,1,1809.5,0,14736.16,4,2,0,0
30,14,1609.15,0,6920.35,1,3,0,0
40,11,897.9,0,8400.64,5,6,0,0
33,11,1109.31,0,6302.67,22,1,0,0
33,11,1226.11,0,7312.62,1,2,0,0
4,3,1203.21,0,12269.6,5,6,0,0
11,0,449.82,0,14889.11,11,2,1,1
30,14,503.76,0,18404.32,7,6,0,0
28,8,4503.76,1,17424.58,19,2,2,2
50,15,2424.22,1,19579.89,11,3,2,2
36,13,1775.9,1,7811.56,12,4,0,0
10,9,729.54,0,12370.88,15,4,0,0
18,15,3643.77,1,7743.28,12,4,2,2
8,5,791.2,0,8874.06,15,5,1,1
13,6,205.27,0,19547.97,15,5,1,1
47,9,1069.36,0,16315.72,22,0,0,0
49,14,434.86,0,11075.41,8,4,0,0
25,10,1976.37,1,10844.17,5,6,2,2
15,15,4012.87,1,5831.33,23,5,2,2
20,4,3807.41,1,15035.04,21,2,2,2
38,12,365.95,0,6076.06,17,0,0,0
36,13,1631.67,1,8438.58,5,3,0,0
14,1,1560.21,0,5675.49,21,6,0,0
47,9,1301.19,0,11421.79,8,4,0,0
27,10,2192.68,1,19000.18,2,6,2,2
7,11,928.56,0,17072.8,18,6,0,0
41,14,537.44,0,7374.44,15,4,0,0
6,2,229.55,1,7245.07,2,2,1,1
8,5,466.14,0,14708.99,6,4,1,1
6,2,164.31,1,18397.95,1,6,1,1
10,9,883.82,0,16469.61,2,1,0,0
12,2,572.81,1,17609.9,10,6,1,1
32,8,935.6,1,16549.45,20,3,2,2
25,10,1439.21,0,7378.09,9,2,2,2
24,3,973.94,0,19897.81,2,1,0,0
28,8,483.19,0,7104.21,20,3,2,2
21,8,3448.98,1,11013.71,14,2,2,2
32,8,2246.33,0,18357.9,14,1,2,2
25,10,572.86,1,9721.02,22,3,2,2
17,7,622.71,0,19443.29,15,2,1,1
37,0,597.7,0,9816.44,2,3,1,1
42,6,104.33,0,6651.83,22,6,1,1
33,11,696.28,0,17799.88,5,6,0,0
22,10,2462.53,0,11209.21,9,1,2,2
43,4,3705.52,0,8860.97,7,0,2,2
0,7,951.86,0,16294.72,9,4,1,1
26,4,2390.63,1,18213.76,22,0,2,2
10,9,496.93,0,12507.56,8,1,0,0
7,11,227.79,0,19510.07,19,4,0,0
10,9,1818.25,0,12183.95,14,0,0,0
21,8,3629.48,1,10050.17,16,2,2,2
41,14,478.5,0,9172.06,4,0,0,0
48,1,1380.09,0,5819.12,9,6,0,0
37,0,205.56,0,16007.58,4,2,1,1
11,0,720.32,0,9961.51,10,0,1,1
6,2,591.47,1,17092.47,20,6,1,1
26,4,2036.64,1,8890.62,19,1,2,2
52,1,488.57,0,10564.8,12,1,0,0
33,11,369.46,0,7035.98,9,1,0,0
32,8,1594.15,0,6616.72,6,3,2,2
8,5,794.13,0,14870.49,7,2,1,1
22,10,3420.61,1,17905.33,0,5,2,2
35,1,865.7,0,11987.24,18,1,0,0
25,10,1207.01,0,16870.63,1,0,2,2
43,4,2114.77,1,16274.1,1,0,2,2
49,14,61.57,0,9952.84,6,6,0,0
4,3,87.21,0,11124.37,3,1,0,0
2,12,1534.93,0,17236.78,2,3,0,0
12,2,681.54,0,9727.83,13,2,1,1
37,0,163.74,0,7595.62,5,3,1,1
43,4,1148.4,0,9062.8,23,1,2,2
28,8,882.62,0,13722.92,1,6,2,2
10,9,1242.17,1,5781.79,2,3,0,0
29,5,700.95,0,15944.71,1,4,1,1
31,2,827.86,1,14334.48,15,5,1,1
51,13,757.79,1,13052.34,5,1,0,0
12,2,233.77,1,18967.01,4,3,1,1
36,13,1525.42,0,10913.04,4,3,0,0
49,14,1022.02,1,11770.54,9,2,0,0
52,1,1810.45,0,11868.34,5,6,0,0
11,0,634.25,0,16141.21,1,5,1,1
35,1,1842.02,0,12270.97,21,6,0,0
18,15,1086.19,1,19574.37,1,0,2,2
47,9,722.51,0,16464.77,8,3,0,0
30,14,1987.51,0,8746.6,3,2,0,0
24,3,1600.83,0,6694.8,14,0,0,0
26,4,4351.11,0,19371.71,12,1,2,2
44,11,1873.2,0,11642.28,23,3,0,0
12,2,693.31,1,5176.15,9,4,1,1
24,3,1216.46,0,12612.3,0,1,0,0
25,10,4004.18,1,8860.68,2,5,2,2
44,11,1934.98,0,9747.99,5,4,0,0
31,2,361.52,1,18680.73,8,2,1,1
35,1,670.24,0,17142.82,4,5,0,0
10,9,1113.1,0,9838.7,0,0,0,0
27,10,4065.76,1,11033.35,6,2,2,2
30,14,395.55,0,9449.88,7,1,0,0
14,1,1376.51,0,5406.02,1,3,0,0
44,11,1380.55,0,13074.65,17,1,0,0
18,15,3970.82,1,14635.49,1,1,2,2
10,9,743.99,0,14941.19,4,1,0,0
30,14,1117.65,0,19871.51,22,3,0,0
38,12,565.36,0,10841.95,0,0,0,0
39,3,1496.37,0,18921.03,4,4,0,0
6,2,852.25,0,16639.08,14,4,1,1
0,7,398.34,0,13936.9,20,4,1,1
10,9,1293.81,1,11541.78,6,5,0,0
10,9,589.66,0,9264.83,5,6,0,0
38,12,1608.29,1,18755.55,8,0,0,0
35,1,1713.74,0,17380.74,22,5,0,0
26,4,3316.81,1,7413.25,18,0,2,2
39,3,471.21,1,11147.32,6,2,0,0
39,3,65.78,0,16219.94,23,4,0,0
5,7,797.78,0,14477.12,10,5,1,1
18,15,4015.65,0,13297.26,5,1,2,2
47,9,1651.61,0,5936.72,13,0,0,0
23,5,883.45,1,19003.44,12,1,1,1
33,11,1467.01,0,8057.7,5,6,0,0
14,1,1387.0,0,19452.13,13,4,0,0
16,12,861.39,0,16654.57,5,5,0,0
10,9,1883.44,1,7285.32,2,2,0,0
50,15,4504.37,1,14001.3,17,3,2,2
45,3,1900.94,0,10784.64,16,6,0,0
11,0,257.09,0,19014.99,1,6,1,1
20,4,4062.58,1,12006.33,3,3,2,2
38,12,1909.93,1,17798.43,13,5,0,0
28,8,3249.79,1,15133.35,7,2,2,2
11,0,938.71,0,10767.08,22,2,1,1
16,12,640.85,0,14251.14,19,5,0,0
27,10,1437.4,1,11527.33,18,4,2,2
32,8,3174.0,0,11675.78,0,5,2,2
29,5,693.99,0,5943.94,15,1,1,1
6,2,612.65,1,13929.33,18,2,1,1
26,4,2132.85,0,13564.68,21,5,2,2
7,11,267.41,0,9334.63,8,6,0,0
33,11,1490.28,0,12998.27,16,5,0,0
24,3,555.19,0,14073.92,9,0,0,0
5,7,368.07,0,17535.41,20,5,1,1
9,6,437.83,0,14027.44,5,4,1,1
19,9,1038.5,0,12801.25,0,5,0,0
40,11,666.25,0,17222.05,0,3,0,0
31,2,891.47,1,6589.79,7,4,1,1
4,3,1835.01,0,10558.37,13,4,0,0
36,13,706.74,0,15182.38,1,1,0,0
11,0,306.25,0,19254.73,18,5,1,1
26,4,1345.3,1,13120.43,9,4,2,2
36,13,1661.31,1,18683.99,13,5,0,0
19,9,1869.49,0,5468.45,3,0,0,0
3,12,542.23,1,9545.24,6,3,0,0
51,13,1026.54,1,19320.38,4,5,0,0
37,0,336.58,0,7126.45,12,1,1,1
11,0,685.09,0,7053.91,3,3,1,1
10,9,1195.9,0,8231.82,5,2,0,0
9,6,319.94,0,18511.5,20,5,1,1
27,10,3252.04,1,9893.86,17,3,2,2
25,10,2475.06,1,7057.7,7,2,2,2
16,12,1520.58,0,13938.98,23,4,0,0
49,14,2058.9,0,6019.84,23,3,0,0
30,14,999.47,0,9060.5,7,5,0,0
11,0,402.51,0,13312.16,17,1,1,1
32,8,3456.08,1,15692.04,5,5,2,2
27,10,1977.64,1,5998.4,3,1,2,2
51,13,598.53,1,11723.55,1,6,0,0
11,0,309.32,1,9463.45,8,5,1,1
32,8,4542.17,0,6786.24,23,6,2,2
9,6,357.16,0,14045.52,9,5,1,1
4,3,433.28,1,11319.28,10,6,0,0
19,9,1880.73,0,12590.41,22,2,0,0
19,9,1042.05,1,9278.62,17,0,0,0
14,1,399.57,0,9585.94,13,6,0,0
22,10,1613.75,0,16763.73,21,1,2,2
38,12,874.67,1,9388.06,3,6,0,0
31,2,834.67,0,13887.35,15,1,1,1
32,8,1414.52,1,13814.91,18,2,2,2
29,5,943.6,0,14143.87,8,2,1,1
46,13,146.79,0,10104.26,18,2,0,0
18,15,3441.76,1,15564.08,18,6,2,2
28,8,1213.96,1,9154.03,19,5,2,2
42,6,405.08,0,18662.58,16,6,1,1
11,0,214.56,0,6667.43,15,2,1,1
35,1,1491.93,0,13082.2,1,4,0,0
48,1,638.64,0,14589.47,21,4,0,0
22,10,3120.69,0,8940.38,2,2,2,2
33,11,1093.97,0,12846.08,3,2,0,0
47,9,429.77,0,12922.45,16,6,0,0
3,12,1203.18,0,19787.6,13,1,0,0
22,10,586.49,1,16068.33,2,4,2,2
10,9,932.49,0,10556.1,21,3,0,0
8,5,305.49,1,10605.03,17,0,1,1
45,3,1736.45,0,17542.02,21,1,0,0
5,7,713.12,0,13635.1,6,4,1,1
30,14,668.38,0,9727.24,2,0,0,0
36,13,166.22,1,17395.28,7,1,0,0
51,13,741.37,0,9490.05,16,4,0,0
22,10,4103.07,1,8084.62,6,0,2,2
48,1,1398.6,0,13993.76,4,4,0,0
18,15,695.53,0,10007.95,7,5,2,2
28,8,3206.01,1,10014.68,13,5,2,2
12,2,259.14,0,18158.31,12,3,1,1
0,7,672.97,0,17574.79,12,4,1,1
9,6,877.51,0,11327.36,15,5,1,1
25,10,1835.19,0,10665.66,12,5,2,2
23,5,121.08,0,19987.64,8,6,1,1
7,11,1163.67,0,18785.69,10,0,0,0
3,12,423.41,0,5018.34,8,1,0,0
30,14,854.9,0,19004.4,6,1,0,0
26,4,1585.75,1,16324.67,3,3,2,2
40,11,1189.53,0,5673.55,18,0,0,0
4,3,390.45,0,17872.94,12,3,0,0
43,4,3778.42,1,17835.18,16,1,2,2
9,6,796.38,0,8988.23,10,4,1,1
3,12,1630.83,0,17311.41,0,4,0,0
35,1,448.11,0,14778.49,6,5,0,0
15,15,2442.32,1,11742.61,16,3,2,2
39,3,1166.32,0,19272.71,3,4,0,0
23,5,247.73,1,6998.6,16,2,1,1
20,4,3221.11,0,18048.36,5,4,2,2
34,0,464.83,0,16369.43,19,3,1,1
12,2,658.23,0,6495.57,0,0,1,1
18,15,3095.54,0,12240.82,5,0,2,2
49,14,1527.09,0,11984.24,9,2,0,0
6,2,844.34,1,17983.25,23,1,1,1
19,9,202.19,0,9478.21,13,2,0,0
26,4,3210.78,0,11288.24,5,5,2,2
46,13,415.23,1,11474.32,17,1,0,0
6,2,229.66,1,15416.88,12,4,1,1
41,14,108.32,0,16886.34,1,4,0,0
14,1,473.09,0,13750.89,13,6,0,0
25,10,768.92,1,7048.42,10,0,2,2
9,6,600.12,0,16289.53,0,3,1,1
10,9,264.99,0,10710.12,20,5,0,0
35,1,952.54,0,5374.28,23,2,0,0
26,4,2152.65,1,12439.67,10,5,2,2
35,1,1661.6,0,9595.9,5,6,0,0
50,15,1923.35,0,18535.87,1,0,2,2
5,7,215.01,0,18670.54,11,5,1,1
24,3,686.63,0,16967.54,2,0,0,0
4,3,1343.43,0,14382.65,5,6,0,0
30,14,873.19,0,14040.17,3,2,0,0
1,14,2022.87,1,10386.35,23,1,0,0
46,13,260.09,1,6656.6,11,5,0,0
48,1,1633.7,0,11069.05,18,3,0,0
29,5,523.42,0,18182.12,9,4,1,1
33,11,720.08,0,5145.07,21,6,0,0
20,4,2649.46,1,17312.97,8,5,2,2
51,13,661.42,1,6959.44,2,0,0,0
0,7,803.6,0,18999.35,9,1,1,1
49,14,1733.29,1,9179.04,12,0,0,0
9,6,511.36,0,13611.26,16,6,1,1
23,5,249.82,0,7522.59,13,6,1,1
12,2,878.47,1,5218.17,6,3,1,1
40,11,152.6,0,12784.96,0,2,0,0
17,7,290.83,0,5072.44,9,3,1,1
52,1,531.48,0,5039.75,16,0,0,0
49,14,320.43,1,19007.28,2,4,0,0
42,6,676.91,0,5133.6,21,5,1,1
35,1,938.34,0,8674.16,9,6,0,0
26,4,1466.58,1,18354.78,0,6,2,2
3,12,692.51,0,13329.44,14,1,0,0
1,14,309.64,0,14538.83,22,2,0,0
7,11,1468.82,0,11166.74,0,6,0,0
43,4,3246.31,0,17948.45,10,6,2,2
46,13,152.3,1,18218.52,14,6,0,0
48,1,1901.59,0,12700.08,4,3,0,0
5,7,126.31,0,18308.64,9,6,1,1
30,14,534.16,1,14557.6,8,4,0,0
50,15,4500.1,0,9419.89,13,2,2,2
1,14,239.13,0,11280.09,19,6,0,0
27,10,2910.48,1,17994.16,20,2,2,2
51,13,1154.42,1,8967.53,3,2,0,0
49,14,1059.7,1,5444.37,0,1,0,0
23,5,384.59,0,14822.96,6,0,1,1
45,3,1464.86,0,9876.53,17,4,0,0
51,13,1431.99,1,19677.04,9,1,0,0
28,8,3813.33,1,14330.59,7,6,2,2
12,2,788.54,1,8074.37,7,4,1,1
20,4,2264.99,1,6246.11,15,6,2,2
25,10,3583.04,1,11882.71,17,1,2,2
17,7,716.72,0,10266.24,12,4,1,1
1,14,2147.58,0,14321.02,12,2,0,0
42,6,830.5,0,14353.18,13,4,1,1
47,9,157.4,1,5225.67,14,6,0,0
21,8,3345.83,0,19603.31,3,3,2,2
20,4,1811.56,0,11289.14,7,3,2,2
41,14,725.11,0,17652.15,17,6,0,0
19,9,582.18,0,5257.88,23,3,0,0
21,8,4405.48,1,6516.13,21,3,2,2
40,11,1077.93,0,5037.82,19,1,0,0
50,15,3752.26,1,12506.64,13,1,2,2
26,4,4136.42,1,19896.09,5,0,2,2
24,3,1808.85,0,19894.45,8,6,0,0
34,0,290.28,0,6233.93,2,4,1,1
2,12,152.69,0,19265.93,7,6,0,0
6,2,199.19,1,18084.43,0,2,1,1
10,9,1879.75,1,13920.12,1,3,0,0
46,13,214.41,0,19075.38,18,3,0,0
6,2,332.47,0,12445.73,9,4,1,1
23,5,739.2,0,14455.11,18,3,1,1
36,13,955.84,0,14720.21,4,4,0,0
27,10,4765.26,1,6155.62,14,5,2,2
47,9,281.24,0,7497.02,10,2,0,0
42,6,765.85,1,16690.84,21,6,1,1
9,6,875.96,0,5412.36,1,0,1,1
6,2,203.91,1,13935.83,16,5,1,1
31,2,803.06,1,12277.47,20,2,1,1
8,5,947.06,0,5104.61,1,6,1,1
34,0,567.78,0,5472.17,17,1,1,1
32,8,3794.0,0,18145.08,20,4,2,2
0,7,147.5,0,14036.97,5,6,1,1
13,6,456.02,0,10834.0,17,1,1,1
35,1,1162.45,0,13670.96,21,4,0,0
41,14,709.58,0,17580.94,22,6,0,0
45,3,1754.09,0,10459.68,4,0,0,0
19,9,1773.79,0,15422.57,16,5,0,0
1,14,1060.72,0,5989.38,17,4,0,0
2,12,1296.94,0,17210.71,0,0,0,0
38,12,1782.66,0,15795.43,7,2,0,0
0,7,770.95,0,18016.04,12,3,1,1
52,1,50.7,0,6777.37,10,1,0,0
30,14,1099.74,0,16808.57,15,3,0,0
27,10,4169.16,0,6667.51,10,1,2,2
31,2,765.96,1,13884.13,2,1,1,1
27,10,1626.95,1,19083.32,15,3,2,2
9,6,297.27,1,7302.62,21,4,1,1
34,0,476.97,0,7120.2,13,4,1,1
45,3,476.19,0,11957.68,2,3,0,0
12,2,1045.72,1,12217.32,12,5,1,1
27,10,4933.65,0,16644.75,6,5,2,2
21,8,4487.34,1,15075.78,9,4,2,2
19,9,584.14,0,15278.77,1,2,0,0
47,9,1014.37,0,5685.4,4,5,0,0
45,3,1290.3,0,8103.12,13,5,0,0
7,11,460.5,1,18812.7,2,1,0,0
11,0,229.57,0,11468.56,13,0,1,1
8,5,767.76,0,12755.19,15,1,1,1
15,15,733.8,1,10557.74,12,3,2,2
4,3,989.97,0,16133.06,8,3,0,0
29,5,769.19,0,15227.17,19,1,1,1
12,2,631.18,1,15660.2,13,5,1,1
52,1,549.69,0,8895.08,8,3,0,0
0,7,845.95,0,8093.63,15,3,1,1
30,14,264.56,0,17538.75,22,4,0,0
8,5,208.28,1,11344.02,20,2,1,1
37,0,384.34,0,11062.22,9,3,1,1
10,9,1832.25,0,5117.95,7,5,0,0
47,9,934.67,0,13529.58,5,0,0,0
20,4,3389.3,0,17432.38,0,3,2,2
35,1,1029.88,0,5289.9,13,5,0,0
33,11,1615.85,0,10136.5,2,0,0,0
44,11,437.76,0,7753.1,1,0,0,0
2,12,345.8,0,11654.02,12,5,0,0
18,15,633.08,0,18944.42,17,6,2,2
11,0,803.67,0,13250.63,1,2,1,1
15,15,2402.67,0,16371.66,22,1,2,2
47,9,273.56,0,10220.93,17,3,0,0
23,5,209.93,0,11296.72,9,5,1,1
19,9,1751.23,0,9555.84,20,1,0,0
37,0,456.7,0,17887.44,18,2,1,1
8,5,530.74,1,11191.75,9,0,1,1
39,3,1230.72,0,7576.36,5,6,0,0
14,1,1703.51,0,18231.75,5,4,0,0
26,4,2789.59,1,8377.56,19,4,2,2
44,11,58.62,0,10362.81,11,5,0,0
27,10,3958.25,0,14272.88,4,1,2,2
46,13,1745.66,0,17197.39,10,5,0,0
44,11,1444.89,0,18127.21,9,1,0,0
47,9,795.23,0,13061.05,7,5,0,0
15,15,1168.03,0,9041.99,18,4,2,2
51,13,1650.13,0,10892.33,2,0,0,0
46,13,358.8,1,11022.33,19,0,0,0
34,0,263.89,0,10758.96,15,5,1,1
33,11,786.36,0,6466.83,8,5,0,0
48,1,238.51,0,15838.21,5,6,0,0
31,2,252.7,1,14443.33,13,4,1,1
41,14,1759.66,0,11728.53,8,3,0,0
47,9,1506.45,0,9028.7,0,0,0,0
47,9,248.99,0,8454.08,8,2,0,0
38,12,484.24,0,6505.51,11,3,0,0
36,13,1705.05,1,13869.2,3,0,0,0
1,14,1330.59,1,6969.38,4,6,0,0
26,4,3944.36,1,18976.56,16,0,2,2
24,3,1549.49,0,5621.71,18,2,0,0
44,11,1858.25,0,13833.68,20,2,0,0
11,0,885.11,0,12009.05,13,0,1,1
20,4,4326.4,1,12551.84,21,6,2,2
44,11,1876.86,0,11558.65,23,3,0,0
10,9,1422.53,0,12233.83,4,1,0,0
34,0,999.08,0,14564.72,18,3,1,1
5,7,560.62,0,18043.65,23,4,1,1
11,0,887.05,1,11086.03,3,6,1,1
23,5,598.82,0,7704.2,14,1,1,1
10,9,1695.43,1,13545.97,2,1,0,0
45,3,873.42,0,11650.76,19,0,0,0
43,4,3848.0,1,13710.69,13,0,2,2
31,2,616.64,1,8473.99,6,5,1,1
